"","b_total_mean","b_total_disp","b_C_mean","b_C_disp","b_D_mean","b_D_disp"
"ENSMUSG00000024767",259.428571428571,0.0405921664958161,241.9,0.0460572887291693,275.363636363636,0.0334630844379826
"ENSMUSG00000024772",49.6666666666667,0.033566070179308,50.4,0.0320883749170435,49,0.0374878389487127
"ENSMUSG00000024778",15.047619047619,0.0453739491250949,17.4,0.0511949324226971,12.9090909090909,0.0388141570489539
"ENSMUSG00000024780",788.904761904762,0.0293663340039628,800.3,0.0253687763491946,778.545454545455,0.0370597816160317
"ENSMUSG00000024781",277.380952380952,0.0359644325252553,263.2,0.0328202613560415,290.272727272727,0.0392162149489016
"ENSMUSG00000024782",131.857142857143,0.0460888855106982,129,0.0305807548138293,134.454545454545,0.0571048559658202
"ENSMUSG00000024785",245.52380952381,0.0235968515875779,234,0.0308407394280223,256,0.0214197508724012
"ENSMUSG00000024789",1191.57142857143,0.0504266861805876,1126.4,0.0306046388214067,1250.81818181818,0.0627554063804465
"ENSMUSG00000024790",151.238095238095,0.0355539475939992,136.9,0.0294982533437617,164.272727272727,0.0405416362570583
"ENSMUSG00000024795",10.047619047619,0.028782819079377,12.1,0.0306352936120459,8.18181818181818,0.04151691702379
"ENSMUSG00000024800",86.5714285714286,0.0633536333222389,85.1,0.0478447347856721,87.9090909090909,0.06974548183998
"ENSMUSG00000024805",112.142857142857,0.0264952623586309,103.3,0.024170638078606,120.181818181818,0.0332303927358001
"ENSMUSG00000024807",89.4761904761905,0.0229467523186356,84.8,0.0350487457620484,93.7272727272727,0.0181753819971777
"ENSMUSG00000024810",20.6190476190476,0.0607725935470956,26.8,0.0531530659566559,15,0.0609163354754486
"ENSMUSG00000024811",2076.14285714286,0.0145688899545386,1968.6,0.0194955704521293,2173.90909090909,0.0195880235575551
"ENSMUSG00000024812",458.380952380952,0.0123524298782491,470.8,0.0182480629205538,447.090909090909,0.0168366202617804
"ENSMUSG00000024824",150.047619047619,0.0119560611277092,134,0.0168267395839141,164.636363636364,0.0173946635458366
"ENSMUSG00000024827",319.714285714286,0.0146505349959908,344.1,0.0198617682335121,297.545454545455,0.0187043016861237
"ENSMUSG00000024831",28.7142857142857,0.0626087019932555,22.6,0.119880409071174,34.2727272727273,0.0254365526300715
"ENSMUSG00000024833",59.3809523809524,0.0390107134359572,48.7,0.0380174352371423,69.0909090909091,0.0401112567390421
"ENSMUSG00000024841",232.619047619048,0.0191282637018038,216,0.0167995791784792,247.727272727273,0.0276801567881252
"ENSMUSG00000024844",295.47619047619,0.0267598183437226,285.3,0.0186853363196182,304.727272727273,0.037360280203361
"ENSMUSG00000024846",37.2857142857143,0.0521241802747498,36.4,0.046433505739949,38.0909090909091,0.050430508758746
"ENSMUSG00000024847",109.047619047619,0.0915650746140473,104.9,0.0388030338758936,112.818181818182,0.114270909305662
"ENSMUSG00000024853",3106.33333333333,0.00944836140329054,2928.3,0.0154709677146638,3268.18181818182,0.0149018973222004
"ENSMUSG00000024854",81.2380952380952,0.029289301093841,78.7,0.0298752762137301,83.5454545454545,0.0321569640499742
"ENSMUSG00000024855",1509.33333333333,0.0193804427220805,1299.2,0.0216151019608299,1700.36363636364,0.0229267916131306
"ENSMUSG00000024856",185.571428571429,0.0343218908518058,180.5,0.0472045956054921,190.181818181818,0.022964895437739
"ENSMUSG00000024858",2820.85714285714,0.0275413829680013,2391.2,0.0266840788182009,3211.45454545455,0.0294126025869038
"ENSMUSG00000024866",13.9047619047619,0.0320320337765909,11.7,0.0367106893714721,15.9090909090909,0.0357679292914195
"ENSMUSG00000024869",46.1428571428571,0.0505235631841682,40.4,0.0386410158357466,51.3636363636364,0.0544220565731119
"ENSMUSG00000024870",1503.57142857143,0.0304354282084942,1319.9,0.0327277405396423,1670.54545454545,0.0283841305476061
"ENSMUSG00000024873",2442.2380952381,0.0408806896525278,2222.1,0.035086239429502,2642.36363636364,0.0429909428194567
"ENSMUSG00000024875",130.095238095238,0.0272228667955362,109.6,0.0230975056923099,148.727272727273,0.0341795647661478
"ENSMUSG00000024878",89.8095238095238,0.0265670037399638,99.8,0.0238398866493091,80.7272727272727,0.0354248490603617
"ENSMUSG00000024883",1575.52380952381,0.0172705615395827,1250.8,0.021253348420262,1870.72727272727,0.0217921448748019
"ENSMUSG00000024885",19.2857142857143,0.0592282088867753,19.8,0.0507795956172235,18.8181818181818,0.0580508964238506
"ENSMUSG00000024887",152.666666666667,0.0151015234404269,139.4,0.0209971132813468,164.727272727273,0.0189316301603032
"ENSMUSG00000024889",147.809523809524,0.0315299271403575,138,0.0326500310383244,156.727272727273,0.0323253464131144
"ENSMUSG00000024891",167.904761904762,0.0223978762674165,148.3,0.0289838698886479,185.727272727273,0.0209676606316097
"ENSMUSG00000024892",1162.85714285714,0.0254200900796808,1117.1,0.027731063542359,1204.45454545455,0.0260967633684184
"ENSMUSG00000024893",15.8571428571429,0.0413437395855376,18.9,0.0502424339812776,13.0909090909091,0.0352145756720417
"ENSMUSG00000024896",169.666666666667,0.0304651356263819,156.3,0.0347096214632261,181.818181818182,0.0303244337516379
"ENSMUSG00000024897",2688.42857142857,0.0178210029934634,2505.1,0.021287515739367,2855.09090909091,0.020801341978071
"ENSMUSG00000024899",249.904761904762,0.0306595090015481,250.6,0.0325768175786656,249.272727272727,0.0322572644003309
"ENSMUSG00000024900",229.857142857143,0.0218856068960451,235.6,0.0208745605036417,224.636363636364,0.0283635469036567
"ENSMUSG00000024902",244.428571428571,0.0377460623075255,241.5,0.0346102342489222,247.090909090909,0.0407774043114412
"ENSMUSG00000024908",361.333333333333,0.028083288387887,357.8,0.0299238685038969,364.545454545455,0.0313521523721252
"ENSMUSG00000024909",90.5714285714286,0.0461960941294072,75.9,0.0597004088245692,103.909090909091,0.0303929180264189
"ENSMUSG00000024911",361.761904761905,0.0157482236232335,329.6,0.019595018478396,391,0.0195415477203036
"ENSMUSG00000024912",55.6190476190476,0.0314586201741762,68.1,0.031969776683847,44.2727272727273,0.0356471279753942
"ENSMUSG00000024913",168.333333333333,0.045734673875892,168.7,0.0497236970705464,168,0.0365163885896616
"ENSMUSG00000024914",181.809523809524,0.0813895852976859,181.3,0.0569143913381182,182.272727272727,0.0850574527415707
"ENSMUSG00000024921",1723.38095238095,0.0413954256434402,1695.3,0.0382778124769706,1748.90909090909,0.0416477426583378
"ENSMUSG00000024922",14.5714285714286,0.0185569485823628,12.7,0.0261315821365798,16.2727272727273,0.0256580254119516
"ENSMUSG00000024924",735.619047619048,0.0182362293569304,701.4,0.0178123380065115,766.727272727273,0.0266128961177599
"ENSMUSG00000024925",23.047619047619,0.0424049055518314,21.5,0.0581744821051514,24.4545454545455,0.0305997030942274
"ENSMUSG00000024926",489.761904761905,0.0157879248842352,450.2,0.0169344947784338,525.727272727273,0.0219307553959246
"ENSMUSG00000024927",303.666666666667,0.0295633058986206,281.6,0.0389892869879369,323.727272727273,0.0228858294742283
"ENSMUSG00000024937",380.666666666667,0.0268194888252982,352.7,0.0265177942961416,406.090909090909,0.0305639110013289
"ENSMUSG00000024940",435.428571428571,0.0500560136927298,390.8,0.0508238080051367,476,0.0425156544736683
"ENSMUSG00000024941",825.571428571429,0.0164686544933601,724.5,0.0201276653817542,917.454545454545,0.0201590925143819
"ENSMUSG00000024942",266.904761904762,0.0230729362464156,238,0.01838720584698,293.181818181818,0.0322884512929382
"ENSMUSG00000024943",342.904761904762,0.0312817042756936,329.8,0.0292294953258282,354.818181818182,0.0379534986699071
"ENSMUSG00000024944",166.857142857143,0.0299370570736583,148.6,0.0272057010852604,183.454545454545,0.0339393897190867
"ENSMUSG00000024947",24.1428571428571,0.0445846121408359,19,0.0360076735860839,28.8181818181818,0.0528422412454722
"ENSMUSG00000024952",675.52380952381,0.0241239201846622,625.1,0.0214710716723512,721.363636363636,0.031080924941759
"ENSMUSG00000024953",1149.80952380952,0.0365546212390656,1106.1,0.0283733783864293,1189.54545454545,0.0418559842926181
"ENSMUSG00000024955",107.333333333333,0.138963365851191,99.6,0.131859203656896,114.363636363636,0.102261272419798
"ENSMUSG00000024957",23.3333333333333,0.123591120106228,21.1,0.121367628753082,25.3636363636364,0.087573629610865
"ENSMUSG00000024958",433.428571428571,0.0390729069764282,373.6,0.0294608553037617,487.818181818182,0.045245189200972
"ENSMUSG00000024959",10.4761904761905,0.0309200586060664,9.5,0.0326989459753631,11.3636363636364,0.0407768773916794
"ENSMUSG00000024960",228.047619047619,0.0194748119698447,237,0.0230506303134385,219.909090909091,0.0222935022211129
"ENSMUSG00000024962",72.4761904761905,0.0347340595015133,65.7,0.0302470897734073,78.6363636363636,0.0397248013742333
"ENSMUSG00000024963",114.761904761905,0.0159950868472519,105.9,0.0212685748059356,122.818181818182,0.0199217469637092
"ENSMUSG00000024965",56.6190476190476,0.0315643635175421,55.9,0.0429701823940938,57.2727272727273,0.0241622775740521
"ENSMUSG00000024966",1875.28571428571,0.033636993911612,1881.2,0.0262143467795867,1869.90909090909,0.0408832273888805
"ENSMUSG00000024969",1761.04761904762,0.0162202133136985,1638.9,0.0216176013997687,1872.09090909091,0.0186293749471713
"ENSMUSG00000024970",278.857142857143,0.0408991205193405,250,0.0457018584282622,305.090909090909,0.0330863551942034
"ENSMUSG00000024974",73.8095238095238,0.0450144864041081,78.6,0.0405386663537696,69.4545454545455,0.0491677016927327
"ENSMUSG00000024975",936,0.0277338776053976,924.1,0.0324958261662153,946.818181818182,0.0271918071449179
"ENSMUSG00000024976",790.571428571429,0.0306365315357754,772.8,0.0327270658276668,806.727272727273,0.0320662693282377
"ENSMUSG00000024978",867.761904761905,0.0116013391568646,840.2,0.0158505687099518,892.818181818182,0.0178885449087411
"ENSMUSG00000024981",644.904761904762,0.0332530755654572,581.9,0.0420726005141361,702.181818181818,0.0261399011909414
"ENSMUSG00000024982",57.2380952380952,0.0277527880017594,53.4,0.0257207286842293,60.7272727272727,0.0350615075066888
"ENSMUSG00000024983",68.0476190476191,0.0246817593398108,50.1,0.0261698827340768,84.3636363636364,0.0300575096568775
"ENSMUSG00000024990",195.47619047619,0.0357822835278477,139.7,0.0382358781849816,246.181818181818,0.0332173635357733
"ENSMUSG00000024991",2482.19047619048,0.0230197834956647,2467,0.0260692792005254,2496,0.0255867566813594
"ENSMUSG00000024997",644.52380952381,0.0315382828946707,581.3,0.0369530789893523,702,0.0292609112556159
"ENSMUSG00000024998",237.095238095238,0.0311861426461471,240.9,0.0407125489375139,233.636363636364,0.0258720925766465
"ENSMUSG00000024999",191.142857142857,0.0272027366967711,176.4,0.0184064122524119,204.545454545455,0.0402787358363748
"ENSMUSG00000025006",2485.61904761905,0.0190122075720761,2381.3,0.0208313887419568,2580.45454545455,0.0250362662747249
"ENSMUSG00000025008",55.3809523809524,0.0301231107272703,49.6,0.030668560279643,60.6363636363636,0.0348208771826684
"ENSMUSG00000025010",170.809523809524,0.0142495623648629,147.9,0.0207510485637982,191.636363636364,0.0171943140690834
"ENSMUSG00000025013",29.7142857142857,0.0426326166997443,26.6,0.0524644305412074,32.5454545454545,0.0357420612159436
"ENSMUSG00000025016",829.619047619048,0.0296652425895271,835.8,0.0240589089677964,824,0.0381128996560994
"ENSMUSG00000025017",51.9047619047619,0.0302282250277539,53,0.0491583194987995,50.9090909090909,0.019825125604565
"ENSMUSG00000025019",233.714285714286,0.0408140689863517,220.2,0.0340530038733552,246,0.0484615669380301
"ENSMUSG00000025020",686.857142857143,0.0533377082904975,579,0.0565868033860493,784.909090909091,0.0407282772428612
"ENSMUSG00000025024",84.7619047619048,0.0612651600430235,86.2,0.0448640888471889,83.4545454545455,0.0692480820669056
"ENSMUSG00000025025",552.095238095238,0.0163027116505614,546.2,0.0213479685114269,557.454545454545,0.0207753267616795
"ENSMUSG00000025026",1544.71428571429,0.0230699696538671,1547.1,0.0256598090466466,1542.54545454545,0.0266279922718196
"ENSMUSG00000025027",486.666666666667,0.0138296401485881,408.1,0.0184353526840415,558.090909090909,0.0176360996295044
"ENSMUSG00000025034",933.285714285714,0.0223942162126559,814.6,0.0253628124081128,1041.18181818182,0.0241120048015271
"ENSMUSG00000025035",1035.52380952381,0.0250172317731346,1053,0.0205896030684823,1019.63636363636,0.032314868989356
"ENSMUSG00000025036",122.714285714286,0.0224878858050216,98.6,0.0295720972317383,144.636363636364,0.024582393620166
"ENSMUSG00000025037",363.047619047619,0.0310605178401733,356,0.0407043377392241,369.454545454545,0.025493838008932
"ENSMUSG00000025038",27,0.0527827075539832,25.9,0.0491878921176279,28,0.0541660102103018
"ENSMUSG00000025040",135.285714285714,0.0250612410325235,137.9,0.0235322781298094,132.909090909091,0.0332515365117055
"ENSMUSG00000025041",459.285714285714,0.0116364934770236,415.7,0.020132472831096,498.909090909091,0.0142042427497146
"ENSMUSG00000025047",146.52380952381,0.018219916596047,141.4,0.0277049889049129,151.181818181818,0.0169237741196486
"ENSMUSG00000025049",96.8571428571429,0.0215990392171762,93.7,0.023065942303033,99.7272727272727,0.0269476081190086
"ENSMUSG00000025050",194.333333333333,0.0189617702158455,173,0.0219044546852466,213.727272727273,0.0255487984942043
"ENSMUSG00000025066",620.238095238095,0.0454403330676432,646.1,0.0376173339762174,596.727272727273,0.0491687222325007
"ENSMUSG00000025076",45.1428571428571,0.0205916604459298,31.5,0.0298303856255066,57.5454545454545,0.023235384036669
"ENSMUSG00000025077",101.333333333333,0.027112796792126,87.4,0.0352502762132374,114,0.0256635799525193
"ENSMUSG00000025078",191.190476190476,0.0137622009985727,187.3,0.0160713846276994,194.727272727273,0.0218243427053053
"ENSMUSG00000025081",15.8571428571429,0.0834684497537996,17.1,0.0620727388204114,14.7272727272727,0.0837845313655507
"ENSMUSG00000025086",90.3809523809524,0.0324872674844834,79.8,0.0245519520431465,100,0.0411932268498119
"ENSMUSG00000025089",21.8095238095238,0.194237291206277,26.2,0.230085871459091,17.8181818181818,0.0833916452758835
"ENSMUSG00000025092",3696.2380952381,0.0154971824300342,3441.9,0.02357077746321,3927.45454545455,0.0159019613024835
"ENSMUSG00000025094",94.0476190476191,0.0695101160013169,100.6,0.0411335039093746,88.0909090909091,0.0867364756466417
"ENSMUSG00000025102",32.1428571428571,0.0218599982420208,31.5,0.0250702645788927,32.7272727272727,0.0294419501589741
"ENSMUSG00000025103",58.4285714285714,0.0599634791482676,49.6,0.0606797786343596,66.4545454545455,0.0518008925347644
"ENSMUSG00000025104",161.571428571429,0.0397054229574319,148.4,0.0422157620097345,173.545454545455,0.0392686763982319
"ENSMUSG00000025128",189.809523809524,0.131651012783548,167,0.104649940401263,210.545454545455,0.115991603886673
"ENSMUSG00000025130",1686.80952380952,0.0147423071765826,1658.3,0.0173232194234132,1712.72727272727,0.0203968889239552
"ENSMUSG00000025132",2264.85714285714,0.0291414073418263,2067.8,0.03229911778923,2444,0.0266438580818594
"ENSMUSG00000025133",459.428571428571,0.0182519295692304,492.6,0.0254228087803943,429.272727272727,0.0194830208908105
"ENSMUSG00000025139",169.285714285714,0.0368087013885261,151.9,0.044950139223808,185.090909090909,0.0275277394109595
"ENSMUSG00000025141",21.047619047619,0.0654301207116595,21.1,0.109235645323737,21,0.0256444460274725
"ENSMUSG00000025144",70.7619047619048,0.0246886441993609,61.9,0.0277609517731285,78.8181818181818,0.026861780232324
"ENSMUSG00000025147",313.47619047619,0.0262553890791379,299,0.0207875667378488,326.636363636364,0.0344017795102479
"ENSMUSG00000025153",19.4761904761905,0.0554987476480045,16,0.0581560413043992,22.6363636363636,0.0461352603734023
"ENSMUSG00000025154",113.238095238095,0.0499783567610374,107.9,0.0603728549154855,118.090909090909,0.0371948681924107
"ENSMUSG00000025157",232.238095238095,0.0171244660308933,223.8,0.0171330163769692,239.909090909091,0.0246467711455648
"ENSMUSG00000025158",640.428571428571,0.0259418235604995,569,0.029474126440868,705.363636363636,0.0257081538966358
"ENSMUSG00000025159",534.666666666667,0.0143385254850843,469,0.0183794785806657,594.363636363636,0.0189018851849125
"ENSMUSG00000025169",47.6190476190476,0.0342942582689759,42.4,0.0286629337380807,52.3636363636364,0.0422414648327546
"ENSMUSG00000025170",35.6666666666667,0.0292724947789833,36.1,0.045187249179183,35.2727272727273,0.0227001207372572
"ENSMUSG00000025171",117.333333333333,0.0520106078795355,106.8,0.0483041792172003,126.909090909091,0.0480166340513541
"ENSMUSG00000025175",119.619047619048,0.0171461634096085,114.1,0.0160401582926847,124.636363636364,0.0260578161647859
"ENSMUSG00000025178",1186.42857142857,0.0113449849595305,1091.1,0.0142805032715087,1273.09090909091,0.0177845735335815
"ENSMUSG00000025189",1179.7619047619,0.0127430545381348,1089.6,0.016368690933875,1261.72727272727,0.0191904611646719
"ENSMUSG00000025195",180.904761904762,0.0174377965046635,183,0.0230795308053649,179,0.0214005703358212
"ENSMUSG00000025198",534.285714285714,0.0316681349552251,522.2,0.033469445475539,545.272727272727,0.0333537841039207
"ENSMUSG00000025200",171.761904761905,0.0126759199888675,153.3,0.0175837924789913,188.545454545455,0.0178071812523505
"ENSMUSG00000025202",47,0.0310581239421923,43.2,0.0392130986069009,50.4545454545455,0.0291850388088468
"ENSMUSG00000025203",20365.4761904762,0.015078626098596,21076,0.0185890652786601,19719.5454545455,0.0208867660280157
"ENSMUSG00000025204",942.714285714286,0.0577245406990808,808.9,0.0296017315472839,1064.36363636364,0.0711230993546361
"ENSMUSG00000025207",420.142857142857,0.028825243919156,325.8,0.0317878365133401,505.909090909091,0.0288914345023407
"ENSMUSG00000025208",205.047619047619,0.0344915302714539,178.9,0.0376151105854062,228.818181818182,0.0311655321078394
"ENSMUSG00000025209",267.904761904762,0.0176843042827677,247.2,0.0205188301810457,286.727272727273,0.0224458182308064
"ENSMUSG00000025212",1874.95238095238,0.0113960638954331,1677.7,0.0159070447878318,2054.27272727273,0.0172351757833454
"ENSMUSG00000025213",39.9523809523809,0.0656003857584097,42,0.0568344972325144,38.0909090909091,0.0606350594735965
"ENSMUSG00000025217",1394.57142857143,0.011654496470018,1445.9,0.0148000806274252,1347.90909090909,0.0177762245079212
"ENSMUSG00000025218",115.285714285714,0.0176720816569255,103.4,0.0210881720430692,126.090909090909,0.0223875241682189
"ENSMUSG00000025220",4783.95238095238,0.0293125656616752,4654.2,0.0264693372400148,4901.90909090909,0.0346543664183541
"ENSMUSG00000025223",266.428571428571,0.0306430127234915,259.2,0.0336103914798177,273,0.0292638128081311
"ENSMUSG00000025224",93.8571428571429,0.0259641893032781,91.6,0.0310196889461865,95.9090909090909,0.026221996350499
"ENSMUSG00000025225",40.9523809523809,0.0514682737529006,37.2,0.0612749933352258,44.3636363636364,0.0378294296012917
"ENSMUSG00000025226",228.047619047619,0.0317553459367242,196.3,0.0394748296977408,256.909090909091,0.0254215309446604
"ENSMUSG00000025227",63.7142857142857,0.0746000089140927,53.8,0.0658075571858845,72.7272727272727,0.067279637348768
"ENSMUSG00000025228",2267.19047619048,0.0102867742066173,2081.7,0.0137725341610408,2435.81818181818,0.0167785654242265
"ENSMUSG00000025232",649.571428571429,0.0116772909045757,625.2,0.0152603337990776,671.727272727273,0.0183363700173877
"ENSMUSG00000025234",1026.95238095238,0.016190812915586,1022.4,0.0154381341734273,1031.09090909091,0.0244983391794091
"ENSMUSG00000025235",732.809523809524,0.0297681970861124,689.1,0.0318006850863272,772.545454545455,0.0310879880217391
"ENSMUSG00000025236",54.8571428571429,0.0213757584410243,50.5,0.0210314125681852,58.8181818181818,0.0312287518062283
"ENSMUSG00000025237",1837.61904761905,0.0222815137800819,1671.1,0.0286289264158973,1989,0.021300221194397
"ENSMUSG00000025239",193.285714285714,0.018307617211706,201.1,0.0224913332068056,186.181818181818,0.0214516391173302
"ENSMUSG00000025240",1024.33333333333,0.0529154385614577,1022.1,0.0362812197012166,1026.36363636364,0.061220136561626
"ENSMUSG00000025241",1337.66666666667,0.0184761890000023,1319.5,0.0265473492456841,1354.18181818182,0.0186275365256297
"ENSMUSG00000025245",52.7142857142857,0.0706499218890477,50.9,0.0359546654550532,54.3636363636364,0.0929931167793091
"ENSMUSG00000025246",501.095238095238,0.0143655036017704,486.3,0.0188775821782634,514.545454545455,0.0185256963653812
"ENSMUSG00000025255",325.619047619048,0.0360754693577907,295.7,0.0296597117899581,352.818181818182,0.0440905426881538
"ENSMUSG00000025260",209.666666666667,0.0189448386704348,200,0.0190195807175948,218.454545454545,0.0260771317432319
"ENSMUSG00000025262",1043.52380952381,0.019952802927645,1009.1,0.0196924971253243,1074.81818181818,0.0279161892773844
"ENSMUSG00000025264",848.52380952381,0.0131861958590205,721.1,0.0188526315315289,964.363636363636,0.0168512999538726
"ENSMUSG00000025268",50.7619047619048,0.0305916397196382,44,0.0263955541401351,56.9090909090909,0.0374376495551107
"ENSMUSG00000025272",791.952380952381,0.0255455323239138,704.4,0.0258162731715581,871.545454545455,0.030679938082616
"ENSMUSG00000025277",202.380952380952,0.0271638625559629,194.8,0.0241917648507928,209.272727272727,0.0328528862804558
"ENSMUSG00000025278",1562.90476190476,0.0233875764337019,1486.6,0.0248553144782775,1632.27272727273,0.0269842349951896
"ENSMUSG00000025280",546.380952380952,0.0111020140429255,488.6,0.0177738906395175,598.909090909091,0.0158308059825047
"ENSMUSG00000025316",276.238095238095,0.0402930541045719,262.2,0.0518079082665791,289,0.0257475684136832
"ENSMUSG00000025318",4320.19047619048,0.0413664956359153,3963.4,0.0381006680405996,4644.54545454545,0.0393186959088149
"ENSMUSG00000025321",99.7142857142857,0.0512476655881735,91.9,0.0303094873682412,106.818181818182,0.06623487722303
"ENSMUSG00000025323",526.857142857143,0.036357044887771,498.2,0.0404905008305562,552.909090909091,0.0345497178596259
"ENSMUSG00000025324",210.238095238095,0.0166429050844895,227.8,0.0212935465870617,194.272727272727,0.0206030726791521
"ENSMUSG00000025326",1245.61904761905,0.0482409734449163,1193.9,0.04035776380212,1292.63636363636,0.0525029002247922
"ENSMUSG00000025337",66.5714285714286,0.0456924364028072,68.9,0.0186829489631091,64.4545454545455,0.0783521191719318
"ENSMUSG00000025348",176.095238095238,0.0450196671399169,172.5,0.0369580506897809,179.363636363636,0.0478618561538466
"ENSMUSG00000025352",250.380952380952,0.0184272778195527,245.6,0.0223453348384847,254.727272727273,0.0219477489259126
"ENSMUSG00000025354",916.904761904762,0.0134234691903143,863.5,0.0178736135192329,965.454545454545,0.0191151918301447
"ENSMUSG00000025357",124.619047619048,0.0168382068374318,115.6,0.0258238782286242,132.818181818182,0.0177184483295592
"ENSMUSG00000025358",20.047619047619,0.0337918717513221,17.7,0.053206444090332,22.1818181818182,0.0266103037246054
"ENSMUSG00000025362",11.047619047619,0.0834521635416273,12.1,0.0439278348088581,10.0909090909091,0.111832403637006
"ENSMUSG00000025364",23.7619047619048,0.0418397829598307,20.6,0.0301190868330126,26.6363636363636,0.0540618499715284
"ENSMUSG00000025366",91.6190476190476,0.0554316590530187,81.5,0.0335226906748139,100.818181818182,0.0678713851327243
"ENSMUSG00000025369",4421.7619047619,0.0150836566436792,4181.6,0.0161583395850233,4640.09090909091,0.0212334182693989
"ENSMUSG00000025370",438.666666666667,0.0470958923691997,427.3,0.054503236460339,449,0.0375271074515989
"ENSMUSG00000025373",843.380952380952,0.0170810650705834,773,0.0184657001860053,907.363636363636,0.0218656873797475
"ENSMUSG00000025374",533.619047619048,0.0265147560463502,551.2,0.0181862534081885,517.636363636364,0.0369505065864021
"ENSMUSG00000025381",261.190476190476,0.0261783099014088,259.3,0.0237275597949433,262.909090909091,0.0325977109419013
"ENSMUSG00000025400",46.9523809523809,0.126639704800598,45.6,0.15603755010147,48.1818181818182,0.0621684006176383
"ENSMUSG00000025401",23.0952380952381,0.0232376533498001,26.1,0.0296001849185033,20.3636363636364,0.0276520527988112
"ENSMUSG00000025402",51.4761904761905,0.0540006511352084,46.1,0.0433947004196453,56.3636363636364,0.0560384597855402
"ENSMUSG00000025403",163.857142857143,0.0179355075721162,141.3,0.0177783521085713,184.363636363636,0.0261629974735254
"ENSMUSG00000025404",2802.47619047619,0.0197438120861596,2614.3,0.0219742216687576,2973.54545454545,0.0225827529179641
"ENSMUSG00000025408",21.2380952380952,0.0501784265964946,20.7,0.0395029044251902,21.7272727272727,0.0576510071879121
"ENSMUSG00000025410",2170.61904761905,0.0219490950171453,1864.7,0.0203149956024535,2448.72727272727,0.0272288460127526
"ENSMUSG00000025417",1899.09523809524,0.0237776453817493,1622.6,0.0242524100599553,2150.45454545455,0.0266652017941482
"ENSMUSG00000025421",43,0.0814213038754634,51.3,0.0582164797366859,35.4545454545455,0.0871479962957211
"ENSMUSG00000025422",17610.9523809524,0.052647294413149,16198.1,0.0507943641751204,18895.3636363636,0.0449845605057565
"ENSMUSG00000025423",456.095238095238,0.0254773198581527,435.3,0.025301057504358,475,0.0314940649774479
"ENSMUSG00000025425",580.52380952381,0.063568366377803,487.5,0.0608681615478438,665.090909090909,0.0533494444352457
"ENSMUSG00000025427",167.380952380952,0.0493975716849788,157.6,0.0466290604601085,176.272727272727,0.0473033734359147
"ENSMUSG00000025436",28.8571428571429,0.0257865821487524,26.8,0.0296936216297115,30.7272727272727,0.0303849074708936
"ENSMUSG00000025439",68.7142857142857,0.0180776063040782,60.2,0.0261122787648838,76.4545454545455,0.0208227653305428
"ENSMUSG00000025450",31.1904761904762,0.050597845001759,41.7,0.0513247024754442,21.6363636363636,0.044162837177065
"ENSMUSG00000025451",506.47619047619,0.0591415104615301,501.6,0.0505258395262464,510.909090909091,0.0587615254932682
"ENSMUSG00000025453",55.9047619047619,0.024225861828072,52.9,0.0265398152665222,58.6363636363636,0.0308260935336305
"ENSMUSG00000025465",48.6190476190476,0.0209348363186129,40.6,0.0268316225920841,55.9090909090909,0.0246929388149641
"ENSMUSG00000025468",1588.19047619048,0.0319164055890897,1428.7,0.0364397245069244,1733.18181818182,0.0278319866362586
"ENSMUSG00000025470",85.6666666666667,0.0280419273928771,76.5,0.0396931723959856,94,0.0224317149625632
"ENSMUSG00000025474",543.952380952381,0.0204913303198816,476.9,0.0233061291046069,604.909090909091,0.0236575805035233
"ENSMUSG00000025475",38,0.0834661026325861,31,0.113510690986705,44.3636363636364,0.0397040917790111
"ENSMUSG00000025478",69.0952380952381,0.0191894416642805,59.8,0.0243826426212156,77.5454545454545,0.0230753808455734
"ENSMUSG00000025484",210.428571428571,0.0120523521182,184.4,0.0183224620469964,234.090909090909,0.0161204435190962
"ENSMUSG00000025486",161.095238095238,0.0239066395786273,145,0.0184552443937914,175.727272727273,0.0338915564143696
"ENSMUSG00000025492",30.4285714285714,0.0495916463293925,30.1,0.0542349686259409,30.7272727272727,0.0414245314003388
"ENSMUSG00000025494",14.952380952381,0.028968532410257,12.9,0.041464066998219,16.8181818181818,0.0291478978531549
"ENSMUSG00000025495",526.047619047619,0.0207917310651921,484.2,0.0242340212861694,564.090909090909,0.0225756279478786
"ENSMUSG00000025499",790.52380952381,0.0636972389574654,800.4,0.0488425755136048,781.545454545455,0.0637312669297032
"ENSMUSG00000025509",191.714285714286,0.0358778959063786,183.4,0.046808500275035,199.272727272727,0.0253926522236081
"ENSMUSG00000025510",140,0.0346499704436183,130.6,0.0365807959094311,148.545454545455,0.0324153279821762
"ENSMUSG00000025521",182.619047619048,0.0148270066248786,169.3,0.0168210449195744,194.727272727273,0.021773188133229
"ENSMUSG00000025529",21.952380952381,0.0471363924079323,22.2,0.059213755333112,21.7272727272727,0.0357811105582611
"ENSMUSG00000025532",113.666666666667,0.0392388092308601,107.6,0.0304291928679366,119.181818181818,0.0462141299563423
"ENSMUSG00000025538",39.9047619047619,0.0555404676623117,34.4,0.0792797931090193,44.9090909090909,0.0311799486574286
"ENSMUSG00000025544",1239.09523809524,0.0304262966064409,1174.8,0.0317826093208806,1297.54545454545,0.0322179859938982
"ENSMUSG00000025545",80.0476190476191,0.0535276071763663,77.9,0.0577782241850061,82,0.0431938057665201
